36,GW Research,WO2019/064031A1,Use of Cannibidiol in Combination With 5-HT2b Receptor Agonists or Amphetamins in the Treatment of Epilepsy,9/29/17,Published,Methods of treating epileptic seizures using a combination of CBD and an amphetamine or a 5-HT2b receptor agonist such as LSD
37,Eleusis,WO2019/079742A1,Methods and Systems for Enhancing Safety of Psychedelic Drug Therapies,8/19/17,Published,Methods of screening patients prior to conducting psychedelic psychotherapy (including with LSD) to flag individuals more likely to suffer negative side-effects
38,Sensory Design & Technology Ltd,WO2019/025763A1,Liquid Dispensing System Creating and Maintaining a Personalised Bubble With a Defined Radius and Concentration,7/29/17,Published,"Methods and devices for ""creating and maintaining a personalized bubble of scent,"" with a wearable device having a perfume reservoir, a perfume dispenser, and a controller to dispense perfume at intervals, or to dispense ""psychotherapeutic compounds"" such as LSD"
39,Eleusis,WO2018/195455A1,Assessing and Treating Psychedelic-Responsive Subjects,4/20/17,Published,"Methods of identifying a subject as being likely to have a positive therapeutic response to a psychedelic agent, including LSD, and identifying a course of therapy for the subject, e.g., based on personality state or trait predictors"
40,CaaMTech,US202117388252,Compositions and Methods Comprising a Combination of Serotonergic Drugs,2/9/17,Published,"Compositions and methods of a first serotonergic drug and a second serotonergic drug, including of a purified psilocybin derivative, a purified cannabinoid, a purified terpene, a purified tryptamine, purified LSD, and/or purified MDMA"
41,CaaMTech,US202017095430,Compositions and Methods Comprising a Combination of Serotonergic Drugs,2/9/17,Published,"Compositions and methods of a first serotonergic drug and a second serotonergic drug, including of a purified psilocybin derivative, a purified cannabinoid, a purified terpene, a purified tryptamine, purified LSD, and/or purified MDMA"
42,CaaMTech,US2021/0346346A1,Compositions Comprising a Serotonergic Tryptamine Compound,2/9/17,Published,"""Dosage compositions"" of a purified psilocybin derivative and a ""serotonergic drug"" including LSD"
43,Psychnostics,WO2018/089204A2,"Combination Therapies for Treating Bipolar Disorder, and Methods for Using the Same",11/11/16,Published,"Pharmaceutical combinations and compositions with an ""agent that alters K+ channel activity"" such as LSD, and methods of using them to treat bipolar disorder"
44,Joseph Rustik,US10596378B2,Method for Treatment of Depression Using Synaptic Pathway Training,10/18/16,Active,"Methods of treating neurological conditions such as depression and PTSD using ""synaptic pathway training,"" which involves the use of a ""pharmacologic agent"" such as LSD"
45,Regents of the University of Minnesota,US10426772B2,Use of Ergot Alkaloids as an Anthelmintic Agent,5/16/16,Active,"Methods of inhibiting or treating parasitic flatworm infection by administering an ergot alkaloid or lysergic acid amide (including LSD), where it acts as an agonist or partial agonist of Schistosoma serotonergic G-protein coupled receptor"
46,Eleusis,WO2016/145193A1,LSD For the Treatment of Alzheimer's Disease,3/10/15,Published,Methods of administering LSD to treat Alzheimer's Disease
47,Transcend Biodynamics; BetterLife Pharma,US9868732B2,Process of synthesizing 2-bromo-LSD,1/8/15,Active (expires 1/7/2036),Methods of synthesizing 2-bromo-LSD
48,Transcend Biodynamics; BetterLife Pharma,US10377752B2,Process of synthesizing 2-bromo-LSD,1/8/15,Active (expires 1/7/2036),Methods of synthesizing 2-bromo-LSD
49,West Virginia University,US9790528B2,Production of Lysergic Acid by Genetic Modification of a Fungus,6/16/14,Inactive,Methods of producing lysergic acid and other ergot alkaloids in genetically modified yeast expressing genes for ergot alkaloid biosynthesis
50,Tudomanyegyetem Szegedi,WO2014/170704A1,Deuterated Morphine Derivatives,4/15/13,Active,"Morphine derivatives deuterated at the 7,8-position of the morphine ring and pharmaceutical compositions comprising them, some also including an additional active agent such as LSD"
51,Zoll Medical,WO2014/035473A1,Cardiac Resusitation Methods and Kits,8/31/12,Published,"Methods of resuscitating a subject undergoing cardiac arrest, including by administering LSD or LSA to act as a vasoconstrictor"
52,SipNose,WO2013/128447A1,Nasal Delivery Device,2/28/12,Published,"Devices and methods ""for delivering a flowable substance to the nasal passages,"" including psychedelics such as LSD"
53,Synosia Therapeutics,WO2010/124089A1,Methods for Treating Dependence,4/24/09,Published,"Methods of treating a ""patient suffering from or susceptible to at least one symptom of abuse of, dependence on, or withdrawal from at least one substance,"" including a hallucinogenic substance such as LSD"
54,Board of Supervisors of Louisiana State University and Agricultural and Mechanical College,US2021/0322341A1,Low Dosage Serotonin 5-HT2A Receptor Agonist to Suppress Inflamation,7/10/08,Published,"Methods of administering low doses of serotonin 5-HT2A receptor agonists, including LSD, to suppress tumor necrosis factor alpha (TNF-_) related inflamation"
55,Sevant Tac; Ceruvia Life Sciences,US8858579B2,Compositions and Methods for Preventing and/or Treating Disorders Associated With Cephalic Pain,3/21/08,Active,Compositions of LSD analogues such as lysergic acid amide (LSA) and 2-bromo-LSD and methods of using them to treat head pain
56,Health Innovations LLC,US8137690B2,Taste titration therapies,1/17/08,Granted,"Systems ""for use in balancing neurotransmitter levels in a subject through a taste titration"" where ""the endpoint is indicated to the subject by a change in the intensity of the flavor of the flavoring agent,"" using both a serotonergic agent (including psychedelics such as LSD) and a dopaminergic agent"
57,Charleston Laboratories,US20170360772A1,Pharmaceutical compositions,1/9/08,Published,Solid oral pharmaceutical compositions in the form of a capsule comprising a serotonin receptor agonist (such as LSD) and a rapid release antiemetic
58,Vivus LLC,US6228864B1,"Administration of Active Agents, Including 5-HT Receptor Agonists and Antagonists, to Treat Premature Ejaculation",10/28/97,Granted,Methods for delaying the onset of ejaculation by administering 5-HT receptor agonists like LSD in combination with other compounds.
59,Schering Ag,US5371000A,Process for Producing Ergolin Derivatives,2/8/91,Granted,"Methods of producing ergoline derivatives that are ""simpler and more environmentally friendly than prior known methods"""
60,Justin Zivin,US4524072,Reduction of Stroke Damage,6/18/84,Expired,Methods of reducing stroke induced neurological damage by administering a serotonin agonist such as LSD or 2-bromo-LSD
61,Sandoz,US3219545A,Microbiological production of lysergic acid derivatives,8/30/62,Expired,"Microbiological production methods using Claviceps paspali to create lysergic acid derivatives, including LSD"
62,Sandoz,US28100723A,Lysergic Acid Derivatives Acylated at the Indol Nitrogen,12/24/54,Expired,Lysergic acid derivatives that are acylated at the indole nitrogen
63,Eli Lily,US27336728A,Preparation of lysergic acid amides,12/6/54,Expired,Preparation of lysergic acid amides and intermediate compounds useful in the preparation of lysergic acid amides
64,Sandoz,US2438259A,D-lysergic acid diethyl amide,3/23/48,Expired,"""Crystalline d-lysergic acid diethyl amide"""
